Account__c,RecordTypeId,Type__c,Status__c,CurrencyIsoCode,AutoRenewal__c,Primary__c,BillingConditions__c,InvoiceSendingMethod__c,PaymentMethod__c,SendInvoiceTo__c,BillingInstructions__c,PurchaseOrderRequired__c,PurchaseOrderReference__c,PurchaseOrderRequestDate__c,BillingBusinessName__c,BillingDepartment__c,BillingAddress__Street__s,BillingAddress__City__s,BillingAddress__PostalCode__s,BillingAddress__CountryCode__s,ShippingBusinessName__c,ShippingDepartment__c,ShippingAddress__Street__s,ShippingAddress__City__s,ShippingAddress__CountryCode__s,BillingContact__c,CashCollectionContact__c,SourceOpportunity__c
001IV000015S50BYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,nathalie.lessert@georgeshelfer.com,Redevance 2026,false,,,GEORGES HELFER SA FRANCE,,62 avenue de la Villette -  BP Fleurs 389 -,RUNGIS CEDEX,94637,FR,GEORGES HELFER SA FRANCE,Facture originale électronique à,nathalie.lessert@georgeshelfer.com,.,FR,003IV000010tRytYAE,003IV000010tRytYAE,006ci00000SrNQXAA3
001IV000015S2eBYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,olichon@olichon.fr,Redevance 2026,false,,,OLICHON sasu,,ZI de Keryado - Rue Jules Védrines,LORIENT,56100,FR,OLICHON sasu,Facture originale électronique à,olichon@olichon.fr,.,FR,003IV000010tRVSYA2,003IV000010tRVSYA2,006ci00000SrNQYAA3
001IV000015RyE7YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,only.invoices.eurocoustic@saint-gobain.com,Redevance 2026,false,,,SAINT GOBAIN EUROCOUSTIC sasu,,ZI DE Bellevue,GENOUILLAC,23350,FR,SAINT GOBAIN EUROCOUSTIC sasu,Facture originale électronique à,only.invoices.eurocoustic@saint-gobain.com,.,FR,003IV000010tJZgYAM,003IV000010tJZgYAM,006ci00000SrNQZAA3
001IV000015RyE6YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,only.invoices.sepr@saint-gobain.com,Redevance 2026,true,,2026-01-01,SOCIETE EUROPEENNE DES PRODUITS REFRACTAIRES sas,,2539 Route de Sorgues,LE PONTET,84130,FR,SOCIETE EUROPEENNE DES PRODUITS REFRACTAIRES sas,Facture originale électronique à,only.invoices.sepr@saint-gobain.com,.,FR,003IV000010tJaBYAU,003IV000010tJaBYAU,006ci00000SrNQaAAN
001IV000015S50JYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,only.invoices.sggsmi@saint-gobain.com,Redevance 2026,false,,,SAINT-GOBAIN GLASS SOLUTIONS MENUISIERS INDUSTRIELS sasu - SGGSMI,,ZI du Vivier,SAINT-PIERRE-DES-ECHAUBROGNES,79700,FR,SAINT-GOBAIN GLASS SOLUTIONS MENUISIERS INDUSTRIELS sasu - SGGSMI,Facture originale électronique à,only.invoices.sggsmi@saint-gobain.com,.,FR,003IV000010tWSyYAM,003IV000010tWSyYAM,006ci00000SrNQbAAN
001IV000015S8j8YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,osfp.app@suntory.com,Redevance 2026,true,,2026-01-01,ORANGINA SUNTORY FRANCE PRODUCTION sasu,,433 Chemin des Matouses,CHATEAUNEUF-DE-GADAGNE,84470,FR,ORANGINA SUNTORY FRANCE PRODUCTION sasu,Facture originale électronique à,osfp.app@suntory.com,.,FR,003IV000010su8dYAA,003IV000010su8eYAA,006ci00000SrNQcAAN
001IV000015S6a8YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,p.pelard@beneteauhabitat.com,Redevance 2026,false,,,BIO HABITAT sa,,Rue Charles Tellier,LA CHAIZE LE VICOMTE,85310,FR,BIO HABITAT sa,Facture originale électronique à,p.pelard@beneteauhabitat.com,.,FR,003IV000010sxGuYAI,003IV000010sxGuYAI,006ci00000SrNQdAAN
001IV000015S863YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Paper,Transfer,,Redevance 2026,false,,,FENETREA sasu,COMPTABILITE,PA du Chenot - BP4,BEIGNON,56380,FR,FENETREA sasu,Facture originale électronique à,PA du Chenot - BP4,BEIGNON,FR,003IV000010su85YAA,003IV000010su85YAA,006ci00000SrNQeAAN
001IV000015RzTbYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,pascale.nivot@fptindustrial.com,Redevance 2026,false,,,FPT POWERTRAIN TECHNOLOGIES FRANCE sas,,5 rue Pierre Timbaud,GARCHIZY,58600,FR,FPT POWERTRAIN TECHNOLOGIES FRANCE sas,Facture originale électronique à,pascale.nivot@fptindustrial.com,.,FR,003IV000010tPaSYAU,003IV000010tPaSYAU,006ci00000SrNQfAAN
001IV000015RzTVYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,paul.bertrand@ricoh.fr,Redevance 2026,false,,,RICOH FRANCE sas,,7-9 Avenue Robert Schuman,RUNGIS,94150,FR,RICOH FRANCE sas,Facture originale électronique à,paul.bertrand@ricoh.fr,.,FR,003IV000010t2g2YAA,003IV000010t2g3YAA,006ci00000SrNQgAAN
001IV000015RvVPYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,60 days,Email,Transfer,Paul.Raymond@purina.nestle.com,Redevance 2026,true,,2026-01-01,NESTLE PURINA PETCARE FRANCE sas,PO Box 1282,Urzad Pocztowy 44,WROCLAW,50- 986,FR,NESTLE PURINA PETCARE FRANCE sas,Facture originale électronique à,Paul.Raymond@purina.nestle.com,.,FR,003IV000010tTxyYAE,003IV000010tTxyYAE,006ci00000SrNQhAAN
001IV000015RyKzYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,pdf-invoices.fr@boehringer-ingelheim.com,Redevance 2026,true,,2026-01-01,BOEHRINGER INGELHEIM ANIMAL HEALTH FRANCE scs,RH - Talent GoA,29 avenue Tony Garnier,LYON,69007,FR,BOEHRINGER INGELHEIM ANIMAL HEALTH FRANCE scs,Facture originale électronique à,pdf-invoices.fr@boehringer-ingelheim.com,.,FR,003IV000010tHIpYAM,003IV000010tHIpYAM,006ci00000SrNQiAAN
001IV000015RewPYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,pierrick.manuel@barilla.com,Redevance 2026,true,,2026-01-01,BARILLA FRANCE sas - Site de Saint-Vulbas,RH,860 Avenue des Bergeries,SAINT-VULBAS,1150,FR,BARILLA FRANCE sas - Site de Saint-Vulbas,Facture originale électronique à,pierrick.manuel@barilla.com,.,FR,003IV000010tRThYAM,003IV000010tRThYAM,006ci00000SrNQjAAN
001IV000015SJXRYA4,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Paper,Transfer,,Redevance 2026,false,,,ITRON FRANCE,,15 Avenue du Maréchal Juin CS 35002,MASSY CEDEX,91301,FR,ITRON FRANCE,Facture originale électronique à,South city delivery,CORK,FR,003IV000010su9SYAQ,003IV000010su9SYAQ,006ci00000SrNQkAAN
001IV000015S8ieYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,prf.facturesfournisseurs@pernod-ricard.com,Redevance 2026,false,,,PERNOD RICARD FRANCE sas,Administratif,6 Rue de Seclin,VENDEVILLE,59175,FR,PERNOD RICARD FRANCE sas,Facture originale électronique à,prf.facturesfournisseurs@pernod-ricard.com,.,FR,003IV000010s6QvYAI,003IV000010s6QvYAI,006ci00000SrNQlAAN
001IV000015S4lEYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,quentin.feist@wurth.fr,Redevance 2026,false,,,WURTH FRANCE sas,,Rue Georges Besse,ERSTEIN,67150,FR,WURTH FRANCE sas,Facture originale électronique à,quentin.feist@wurth.fr,.,FR,003IV000010tRywYAE,003IV000010tRywYAE,006ci00000SrNQmAAN
001IV000015S50EYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,regine.zwiebel@llproducts.com,Redevance 2026,false,,,L&L PRODUCTS EUROPE SAS,Service Finance,1 rue Charles Lindbergh ZA,ALTORF,67120,FR,L&L PPRODUCTS EUROPE SAS,Facture originale électronique à,regine.zwiebel@llproducts.com,.,FR,003IV000010tQI0YAM,003IV000010tQHdYAM,006ci00000SrNQnAAN
001IV000015S8ihYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,rh.interim@ieseg.fr,Redevance 2026,false,,,INSTITUT ECONOMIE SCIENTIFIQUE GESTION association,IESEG School of Management ad,3 rue de la Digue,LILLE,59000,FR,IESEG School of Management ad,Facture originale électronique à,rh.interim@ieseg.fr,.,FR,003IV000010t2jrYAA,003IV000010t2jrYAA,006ci00000SrNQoAAN
001IV000015RyDnYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Direct Debit,rh.reims@seyfert.fr,Redevance 2026,false,,,SEYFERT SAS,,Rue du Val Clair - CS 11006,REIMS CEDEX 2,51683,FR,SEYFERT SAS,Facture originale électronique à,rh.reims@seyfert.fr,.,FR,003IV000010tJXhYAM,003IV000010tJXhYAM,006ci00000SrNQpAAN
001IV000015Rew9YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,rh@moulinsbourgeois.com,Redevance 2026,false,,,LES MOULINS DE VERDELOT sas,,Impasse du Moulin,VERDELOT,77510,FR,LES MOULINS DE VERDELOT sas,Facture originale électronique à,rh@moulinsbourgeois.com,.,FR,003IV000010sxGTYAY,003IV000010tRTVYA2,006ci00000SrNQqAAN
001IV000015S50IYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,rh@nicomatic.fr,Redevance 2026,false,,,NICOMATIC sa,,173 rue des Fougères,BONS EN CHABLAIS,74890,FR,NICOMATIC sa,Facture originale électronique à,rh@nicomatic.fr,.,FR,003IV000010tQI2YAM,003IV000010tQI2YAM,006ci00000SrNQrAAN
001IV000015S2e7YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,rh@sgt-france.com,Redevance 2026,false,,,SOCIETE GENERALE DES TECHNIQUES - SGT sas,,3 rue de l'ile Macé,REZE,44400,FR,SOCIETE GENERALE DES TECHNIQUES - SGT sas,Facture originale électronique à,rh@sgt-france.com,.,FR,003IV000010tRVQYA2,003IV000010tRVQYA2,006ci00000SrNQsAAN
001IV000015S6ZwYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,rhpaie@jeldwen.com,Redevance 2026,false,,,JELD-WEN FRANCE sas,Ressources Humaines,35 avenue de la Ténarèze,EAUZE,32800,FR,JELD-WEN FRANCE sas,Facture originale électronique à,rhpaie@jeldwen.com,.,FR,003IV000010sxG9YAI,003IV000010sxGPYAY,006ci00000SrNQtAAN
001IV000015RyDhYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,robyn.stormont@dupont.com,Redevance 2026,false,,,DSP sas,,Rue des Grands Navoirs,CHAUNY,2300,FR,DSP sas,Facture originale électronique à,robyn.stormont@dupont.com,.,FR,003IV000010tQIRYA2,003IV000010tQIRYA2,006ci00000SrNQuAAN
001IV000015S50DYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Paper,Transfer,,Redevance 2026,false,,,SOCAMAINE sa,,Route de Paris,CHAMPAGNE,72470,FR,SOCAMAINE sa,,Route de Paris,CHAMPAGNE,FR,003IV000010t2k9YAA,003IV000010t2kCYAQ,006ci00000SrNQvAAN
001IV000015RewJYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,roxane.holat@cenexi.com,Redevance 2026,false,,,CENEXI HSC sasu,Comptabilité fournisseurs,2 rue Louis Pasteur,HEROUVILLE SAINT CLAIR,14200,FR,CENEXI HSC sasu,Facture originale électronique à,roxane.holat@cenexi.com,.,FR,003IV000010tRTeYAM,003IV000010tIiDYAU,006ci00000SrNQwAAN
001IV000015RewQYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,sabrina.vetel@eureden.com,Redevance 2026,false,,,D'AUCY LOCMINE sasu,,Le Belvaux,LOCMINE,56500,FR,D'AUCY LOCMINE sasu,Facture originale électronique à,sabrina.vetel@eureden.com,.,FR,003IV000010tRTiYAM,003IV000010tRTiYAM,006ci00000SrNQxAAN
001IV000015S8iyYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,sandra.rodrigues@eoliance.com,Redevance 2026,false,,,EOLIANCE sas,Comptabilité,949 Avenue Saint-Just,VAUX LE PENIL,77000,FR,EOLIANCE sas,Facture originale électronique à,sandra.rodrigues@eoliance.com,.,FR,003IV000010su8tYAA,003IV000010su8tYAA,006ci00000SrNQyAAN
001IV000015RzTfYAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,scan.invoices@barbiergroup.com,Redevance 2026,false,,,SOCIETE D'EXTRUSION DU POLYETHYLENE A. BARBIER ET CIE sas,,La GUIDE,SAINTE SIGOLENE,43600,FR,SOCIETE D'EXTRUSION DU POLYETHYLENE A. BARBIER ET CIE sas,Facture originale électronique à,scan.invoices@barbiergroup.com,.,FR,003IV000010tPaIYAU,003IV000010tPaIYAU,006ci00000SrNQzAAN
001IV000015S2SOYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,scomptabilite@baumer.com,Redevance 2026,false,,,BAUMER BOURDON HAENNI SAS,,125 Rue de la Marre,VENDOME,41100,FR,BAUMER BOURDON HAENNI SAS,Facture originale électronique à,scomptabilite@baumer.com,.,FR,003IV000010su8EYAQ,003IV000010su8EYAQ,006ci00000SrNR0AAN
001IV000015S50PYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,serv.fournisseurslhh@lhh.com,Redevance 2026,false,,,LHH sasu,Comptabilité Fournisseurs,Coeur Défense Tour A 110   Espl. du Général de Gaulle CS 70226,COURBEVOIE,92400,FR,LHH sasu,Facture originale électronique à,serv.fournisseurslhh@lhh.com,.,FR,003IV000010tQIUYA2,003IV000010tQIUYA2,006ci00000SrNR1AAN
001IV000015S85qYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,service.comptabilite.moreac@greenyardfrozen.com,Redevance 2026,false,,,GREENYARD FROZEN FRANCE SAS,,Z.A. du Barderff,MOREAC,56500,FR,GREENYARD FROZEN FRANCE SAS,Facture originale électronique à,service.comptabilite.moreac@greenyardfrozen.com,.,FR,003IV000010su8AYAQ,003IV000010su8AYAQ,006ci00000SrNR2AAN
001IV000015SAHQYA4,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,service.comptabilite@camus.fr,Redevance 2026,false,,,CAMUS LA GRANDE MARQUE sasu,Comptabilité,29 rue Marguerite de Navarre,COGNAC,16100,FR,CAMUS LA GRANDE MARQUE sasu,Facture originale électronique à,service.comptabilite@camus.fr,.,FR,003IV000010t2G7YAI,003IV000010rvH8YAI,006ci00000SrNR3AAN
001IV000015SAFdYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,service_compta@stokomani.fr,Redevance 2026,false,,,STOKOMANI sasu,Comptabilité,3 avenue des Charmes,CREIL,60100,FR,STOKOMANI sasu,Facture originale électronique à,service_compta@stokomani.fr,.,FR,003IV000010t2G3YAI,003IV000010t2G3YAI,006ci00000SrNR4AAN
001IV000015SAFbYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,serviceachat-migennes@stradal.fr,Redevance 2026,false,,,STRADAL sasu,,51 rue Andre Maurois -   Parc d'activités de l'Armancon - BP 13,MIGENNES,89400,FR,STRADAL sasu,Facture originale électronique à,serviceachat-migennes@stradal.fr,.,FR,003IV000010rvH2YAI,003IV000010rvH2YAI,006ci00000SrNR5AAN
001IV000015SAHSYA4,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,service-achats.sps.fr@spsglobal.com,Redevance 2026,false,,,SPS FRANCE & BENELUX SAS,,60-62 rue de Wattignies,PARIS,75012,FR,SPS FRANCE & BENELUX SAS,Facture originale électronique à,service-achats.sps.fr@spsglobal.com,.,FR,003IV000010rvHDYAY,003IV000010rvHDYAY,006ci00000SrNR6AAN
001IV000015S2e9YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,service-fournisseurs@crustac.fr,Redevance 2026,false,,,CRUSTA C sas,Comptabilité Fournisseurs,Route de Toulouse - Z.I. Buconis,L'ISLE JOURDAIN,32600,FR,CRUSTA C sas,Facture originale électronique à,service-fournisseurs@crustac.fr,.,FR,003IV000010tRWAYA2,003IV000010tRWAYA2,006ci00000SrNR7AAN
001IV000015SAHnYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,smb_vzn_finance@jtekt.eu,Redevance 2026,false,,,JTEKT BEARINGS FRANCE SAS,,61 Route de Foecy,VIERZON CEDEX,18102,FR,JTEKT BEARINGS FRANCE SAS,Facture originale électronique à,smb_vzn_finance@jtekt.eu,.,FR,003IV000010t6CGYAY,003IV000010t6CGYAY,006ci00000SrNR8AAN
001IV000015RewAYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,stephanie.regnier@nefab.com,Redevance 2026,false,,,NEFAB sas,,Route Nationale 20 Nord,SALBRIS,41300,FR,NEFAB sas,Facture originale électronique à,stephanie.regnier@nefab.com,.,FR,003IV000010tRTWYA2,003IV000010tRTwYAM,006ci00000SrNR9AAN
001IV000015RyL2YAK,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,supplier.accounting@radiall.com,Redevance 2026,false,,,RADIALL sa,,Rue Émile Romanet - ZI,VOREPPE,38340,FR,RADIALL sa,Facture originale électronique à,supplier.accounting@radiall.com,.,FR,003IV000010tJXgYAM,003IV000010tJXgYAM,006ci00000SrNRAAA3
001IV000015Rew6YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,supplier.invoice@groupe-lemoine.com,Redevance 2026,false,,,LEMOINE FRANCE sas,,Ciriam Le Pont De Vère,CALIGNY,61100,FR,LEMOINE FRANCE sas,Facture originale électronique à,supplier.invoice@groupe-lemoine.com,.,FR,003IV000010tRTrYAM,003IV000010tRUJYA2,006ci00000SrNRBAA3
001IV000015SAI1YAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,suppliers.invoices@antolin.com,Redevance 2026,false,,,GRUPO ANTOLIN BESANCON sasu,,8 Rue Gérard Mantion,BESANCON,25000,FR,GRUPO ANTOLIN BESANCON sasu,Facture originale électronique à,suppliers.invoices@antolin.com,.,FR,003IV000010su8ZYAQ,003IV000010su8ZYAQ,006ci00000SrNRCAA3
001IV000015SAHvYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,suppliers.invoices@grupoantolin.com,Redevance 2026,false,,,"GRUPO ANTOLIN VOSGES, SAS",,30 Rue d'Alsace,RUPT-SUR-MOSELLE,88360,FR,"GRUPO ANTOLIN VOSGES, SAS",Facture originale électronique à,suppliers.invoices@grupoantolin.com,.,FR,003IV000010tTsgYAE,003IV000010tTsgYAE,006ci00000SrNRDAA3
001IV000015S8iSYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,suppliers@technoflex.net,Redevance 2026,false,,,TECHNOFLEX sas,,ZA de Bassilour,BIDART,64210,FR,TECHNOFLEX sas,Facture originale électronique à,suppliers@technoflex.net,.,FR,003IV000010sxFuYAI,003IV000010sxFuYAI,006ci00000SrNREAA3
001IV000015RzTYYA0,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,suppliersaccounting@groupe-streit.com,Redevance 2026,false,,,STREIT MECANIQUE sa,,1486 Route de Soye,PAYS DE CLERVAL,25340,FR,STREIT MECANIQUE sa,Facture originale électronique à,suppliersaccounting@groupe-streit.com,.,FR,003IV000010tPaUYAU,003IV000010tPaUYAU,006ci00000SrNRFAA3
001IV000015S86HYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,suppliersinvoice@deltadore.com,Redevance 2026,true,,2026-01-01,DELTA DORE sa,Comptabilité fournisseurs,Le Vieux Chêne,BONNEMAIN,35270,FR,DELTA DORE sa,Facture originale électronique à,suppliersinvoice@deltadore.com,.,FR,003IV000010tJZqYAM,003IV000010tJZqYAM,006ci00000SrNRGAA3
001IV000015SAHlYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,swaryn@graindemalice.com,Redevance 2026,false,,,EPHIGEA sasu,,1 rue de la Couture - Le Hub Bâtiment A -   Zone de la Pilaterie - CS 76015,MARCQ EN BAROEUL,59700,FR,EPHIGEA sasu,Facture originale électronique à,swaryn@graindemalice.com,.,FR,003IV000010su99YAA,003IV000010su9AYAQ,006ci00000SrNRHAA3
001IV000015S2eVYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,tboilleaut@moutarde.com,Redevance 2026,false,,,EUROPEENNE DE CONDIMENTS sasu,Finance-comptablité,7 rue Jean Moulin,COUCHEY,21160,FR,EUROPEENNE DE CONDIMENTS sasu,Facture originale électronique à,tboilleaut@moutarde.com,.,FR,003IV000010tRWiYAM,003IV000010tIdoYAE,006ci00000SrNRIAA3
001IV000015SAHzYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,thierry.doyennel@hamelinbrands.com,Redevance 2026,false,,,FINHAM sas,,1 Rue du Campus,HEROUVILLE SAINT CLAIR,14200,FR,FINHAM sas,Facture originale électronique à,thierry.doyennel@hamelinbrands.com,.,FR,003IV000010su88YAA,003IV000010su88YAA,006ci00000SrNRJAA3
001IV000015S6a0YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,tiphaine.lepottier@lecta.com,Redevance 2026,false,,,CONDAT sasu,,23 Avenue Georges Haupinot,LE LARDIN ST LAZARE,24570,FR,CONDAT sasu,Facture originale électronique à,tiphaine.lepottier@lecta.com,.,FR,003IV000010sxGMYAY,003IV000010sxGMYAY,006ci00000SrNRKAA3
001IV000015S2eRYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,valerie.chantelauze@gcpat.com,Redevance 2026,false,,,GCP PRODUITS DE CONSTRUCTION SAS,,ZA Les Foulletons,LARNAUD,39140,FR,GCP PRODUITS DE CONSTRUCTION SAS,Facture originale électronique à,valerie.chantelauze@gcpat.com,.,FR,003IV000010sxGnYAI,003IV000010sxGnYAI,006ci00000SrNRLAA3
001IV000015SAI2YAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Email,Transfer,vendor1007@araymond.com,Redevance 2026,true,,2026-01-01,ARaymond France SAS,,113 Cours Berriat - BP 157,GRENOBLE CEDEX 1,38019,FR,ARaymond France SAS,Facture originale électronique à,vendor1007@araymond.com,.,FR,003IV000010su8SYAQ,003IV000010su8SYAQ,006ci00000SrNRMAA3
001IV000015SAI3YAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,vendor1013@araymond.com,Redevance 2026,false,,,ARAYMOND FLUID CONNECTION FRANCE sasu,,123 Rue Hilaire de Chardonnet,GRENOBLE,38000,FR,ARAYMOND FLUID CONNECTION FRANCE sasu,Facture originale électronique à,vendor1013@araymond.com,.,FR,003IV000010su8NYAQ,003IV000010su8NYAQ,006ci00000SrNeHAAV
001IV000015SAI4YAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,vendor1036@araymond.com,Redevance 2026,true,,2026-01-01,ARAYMONDLIFE sasu,Service Administratif et Financier,1 Rue Louis Besançon,SAINT-EGREVE,38120,FR,ARAYMONDLIFE sasu,Facture originale électronique à,vendor1036@araymond.com,.,FR,003IV000010su8KYAQ,003IV000010su8KYAQ,006ci00000SrNeIAAV
001IV000015S8jDYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,veronique.bochet@cera.caisse-epargne.fr,Redevance 2026,true,,2026-01-01,CAISSE D'EPARGNE ET DE PREVOYANCE DE RHONE ALPES sa,DEPARTEMENT EMPLOI ET CARRIERES,116 Cours Lafayette,LYON,69003,FR,CAISSE D'EPARGNE ET DE PREVOYANCE DE RHONE ALPES sa,Facture originale électronique à,veronique.bochet@cera.caisse-epargne.fr,.,FR,003IV000010su96YAA,003IV000010su97YAA,006ci00000SrNeJAAV
001IV000015S8iaYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,veronique.gosse@lisi-group.com,Redevance 2026,false,,,LISI AEROSPACE FORGED INTEGRATED SOLUTIONS sas,RH,39 rue des Forges,BOLOGNE,52310,FR,LISI AEROSPACE FORGED INTEGRATED SOLUTIONS sas,Facture originale électronique à,veronique.gosse@lisi-group.com,.,FR,003IV000010s6QdYAI,003IV000010s6QdYAI,006ci00000SrNeKAAV
001IV000015RewHYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,videocodeur-itesoft@savencia.com,Redevance 2026,true,,2026-01-01,ARMOR PROTEINES sasu,AG0014AA,19 bis rue de la Libération - TSA 40002,SAINT LO CEDEX 9,59951,FR,ARMOR PROTEINES sasu,Facture originale électronique à,videocodeur-itesoft@savencia.com,.,FR,003IV000010su8YYAQ,003IV000010su8YYAQ,006ci00000SrNeLAAV
001IV000015RKNcYAO,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,vishaysa.ap@vishay.com,Redevance 2026,false,,,VISHAY SA,,199 Boulevard de la Madeleine,NICE,6000,FR,VISHAY SA,Facture originale électronique à,vishaysa.ap@vishay.com,.,FR,003IV000010t2QQYAY,003IV000010t2QQYAY,006ci00000SrNeMAAV
001IV000015S6a1YAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Email,Transfer,xfuchs@charcupac.fr,Redevance 2026,false,,,FINE LAME sa,,ZI Chemin de Gayan,BORDERES SUR L'ECHEZ,65320,FR,FINE LAME sa,Facture originale électronique à,xfuchs@charcupac.fr,.,FR,003IV000010t2Z3YAI,003IV000010t2Z3YAI,006ci00000SrNeNAAV
001IV000015RewEYAS,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,30 days,Paper,Transfer,,Redevance 2026,false,,,UCELIA sasu,Service Comptabilité,ZI La Petite Borde,USSEL,19200,FR,UCELIA sasu,Service Comptabilité,ZI La Petite Borde,USSEL,FR,003IV000010su8sYAA,003IV000010su8sYAA,006ci00000SrNeOAAV
001IV000015S85oYAC,012IV000001yk7WYAQ,Renewal,Backlog,EUR,true,false,45 days,Paper,Transfer,,Redevance 2026,false,,,LES ZELLES sasu,Comptabilité Fournisseurs,ZI Rue des Ecorces,LA BRESSE,88250,FR,LES ZELLES sasu,Comptabilité Fournisseurs,ZI Rue des Ecorces,LA BRESSE,FR,003IV000010tIeeYAE,003IV000010tIeeYAE,006ci00000SrNePAAV
